state,level,effect_year,end_year,citation_year,policy_type,policy_type_simple,citation,authority,category_nutrition_labeling,category_institutional_procurement,category_nutrition_standards,category_product_reformulation,category_educational_campaign,category_other,category_other_who,age_children,age_elderly,data_source,description,details_voluntary,details_mandatory,details_taskforce,details_studies,details_pricing,details_farmerincentives,details_suggarfat,age_toddler,age_other,veteran,org_school,org_farmers,org_groceries,org_army,org_hospital,org_restaurant,org_vendingmachine,org_public,org_other
CA,city,,,,other,Other,,,0,0,0,0,0,1,1,1,0,CSPI,"Nutrition Standards: Vending, City Meetings, Events, and Youth Programs 70% of food and beverages sold in vending machines in city facilities must meet nutrition standards. 100% of the beverages and at least one of the food options served at city-sponsored events and meetings must meet nutritional standards. 50% of the snacks served at youth programs must meet nutritional standards. Employee potlucks are recommended to be healthy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
CA,city,2011,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending, City Meetings, Events, and Programs The City of Pasadena requires that 100% of the food and beverages sold in vending machines on city property, as well as 100% of the food and beverages served at all meetings, programs, and events led or coordinated by city staff and programs, or purchased using city funds, meet nutrition standards. http://ww2.cityofpasadena.net/councilagendas/2011%20agendas/Oct_03_11/AR%202. pdf",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,,,,other,Other,,,0,0,0,0,1,0,0,1,0,CSPI,"Nutrition Standards: Vending, Concessions, and Programs The City of Pico Rivera requires that 100% of foods and beverages provided or sold by the city meet nutrition standards. The requirement applies to but is not limited to after- school programs, recreation centers, city pools, parks, and classes. http://www.healcitiescampaign.org/document.html?id=246 12",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CA,city,,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending The City of Rancho Cucamonga requires that 50% of all food and beverages sold in vending machines in city facilities and used in city programs meet nutrition standards. At least one snack and beverage provided during meetings and events is required to meet nutrition standards, and healthier entrees are encouraged.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,state,,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,1,0,CSPI,"Nutrition Standards: Vending, Concessions, Programs and Events 100% of the beverages sold in vending machines at facilities that primarily serve youth (such as recreation centers and sports facilities) must meet nutrition standards. 50% of the beverages sold in vending machines at all other facilities (such as parks and open space), and 50% of the food and beverages sold at concession stands must meet nutrition standards. This policy also includes their own nutrition standards for beverages, snacks and entrées.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CA,state,,,,other,Other,,,1,0,0,0,0,0,0,0,0,CSPI,"Nutrition Standards: Vending 50% of foods and beverages sold in vending machines in city facilities must meet nutrition standards. These items must be of an equivalent or lower price than items that do not meet the standards, and must either be placed at the top of the vending machine, or next to the less healthy items as a side by side comparison to highlight alternatives. http://www.healcitiescampaign.org/document.html?id=305",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,,,,Policy,Administrative Rule,,,1,0,0,0,0,0,0,0,0,CSPI,"Nutrition Standards: Vending The City of Sacramento vending machine nutrition policy requires that 50% of the beverages and foods sold in vending machines in city facilities meet nutrition standards. These standards set parameters for fat, sodium, sugar, and calorie content as well as pricing requirements. http://sacramento.granicus.com/MetaViewer.php?meta_id=372996&view=&showpdf= 1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,2011,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending As of 2011, 100% of food and beverage sold in vending machines located in city facilities and institutions (such as city parks and pools) must meet nutrition standards. http://healcitiescampaign.org/document.html?id=248 13",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,local,,,,Executive Order,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending By executive directive, the City and County of San Francisco set nutrition standards for food and beverages sold through vending machines on city and county property. The standards for beverages prohibit calorically sweetened drinks and 50% of foods must meet nutrition standards.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,Nutrition Standards: Vending All vending machines on city property must be stocked with 50% healthier snacks and beverages. All vending machines in community centers must be stocked with 75% healthier snacks and beverage options (an increase from previous standards of 50% healthier options). All vending machines in city libraries must have 100% healthier snacks and beverages. http://www3.sanjoseca.gov/clerk/Agenda/061306/061306_02.13.pdf http://sanjoseca.gov/DocumentCenter/View/21619 http://www3.sanjoseca.gov/clerk/Agenda/031406/031406_03.04att.pdf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,1,1,CSPI,Nutrition Standards: Programs All beverages and food provided by the Recreation and Human Services Department in their youth and senior programs must meet the nutrition guidelines. Water is noted as the preferable beverage. City meetings and workplaces are encouraged to include healthy options.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CA,city,,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,Nutrition Standards: Vending All vending machines on city property must be stocked with 50% healthy snacks and beverages. http://eatbettermovemore.org/sa/policies/pdftext/StAnaHealthySnacks.pdf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,state,,,,other,Other,,,1,0,0,0,0,0,0,0,0,CSPI,"Nutrition Standards: Vending All vending machines located on public property must, whenever possible, stock 25% healthy food and beverages options. The healthy options must, whenever possible, be placed in the top third of the machine, marked for easy identification as healthy options, and priced at or below less healthy options. http://www.healthycommunitieshealthyfuture.org/images/municipalities/710/1897.pdf",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,2011,,,Statute,Law,,,0,0,0,0,1,0,0,1,0,CSPI,"Nutrition Standards: All foods sold or served on city property In the spring of 2011, the South El Monte City Council approved an ordinance allowing only items that meet nutrition guidelines to be sold and distributed on city property. 14        The requirement applies to but is not limited to after school programs, recreation centers, city pools, libraries, and meetings. http://healcitiescampaign.org/document.html?id=202",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CA,city,,,,other,Other,,,1,0,0,0,0,0,0,0,0,CSPI,"Nutrition Standards: Vending At least 50% of the food and beverages offered in city-owned and contracted vending machines must meet nutrition standards. Foods/beverages meeting these standards must be sold at a price that is equivalent to or lower than the price of those items offered in vending machines that do not meet these standards, and they must be placed in the top half of the vending machine so that they are visible.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CA,city,,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending, Concessions, Programs, and Events Requires that 50% of food and beverages sold in vending machines in Parks and Recreation facilities meet nutrition standards. City programs, meetings, concessions, and events must have healthy options available. Recommended that concessions and events have 50% healthy food and beverages. Requires sports leagues to promote healthy eating through flyers. http://www.ci.visalia.ca.us/civicaxilebank/blobdload.aspx?blobid=11349 For more information on nutrition policies adopted by California Cities and Counties, visit the California Center for Public Health Advocacy website at: http://www.publichealthadvocacy.org/_PDFs/beverage_policies/CABeveragePolicies_Ci ties_Counties.pdf",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CO,county,2013,,,Resolution,Law,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending In October 2013, the Boulder County Board of Health signed a resolution to move forward with healthy vending guidelines. As a result, in April 2014, the Boulder County director of human resources sent a letter to vendors requesting 30% of all products in Boulder County vending machines meet nutrition guidelines by June 2014.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DE,state,2011,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending and Concessions As part of a new Healthy Eating Initiative called “Munch Better at Delaware State Parks,” healthy food items are offered for sale from vending machines and at the concession at one park. The nutrition standards were developed by Nemours Health and Prevention Services, and the healthier options will be competitively priced. http://www.destateparks.com/general_info/healthy-eating.asp 15 District of Columbia",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DE,state,2014,,,Statute,Law,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending, Concessions, Cafeterias, and Meetings In July 2014, the District of Columbia Council enacted a law that ensures 50% of foods and beverages served or sold through vending machines, on-site retail, and meetings on D.C. government property meet the U.S. General Services Administration/U.S. Health and Human Services Health and Sustainability Guidelines nutrition standards. The only foods and beverages exempted from the law are foods served by the Department of Corrections and the Department of Behavioral Health. The nutrition standards were passed as part of a greater workplace wellness initiative. http://lims.dccouncil.us/_layouts/15/uploader/Download.aspx?legislationid=32650&file name=B20-0956-SignedAct.pdf Nutrition Standards: Vending and Concessions The District of Columbia Council enacted B19-758 (December 4, 2012), a law that requires all foods sold through vending machines, concessions, stores, and other food venues in D.C. libraries, parks, and recreation facilities to meet nutrition standards. Foods and beverages marketed in those facilities must meet the same nutrition standards. http://dcclims1.dccouncil.us/images/00001/20121210182547.pdf",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
FL,city,2014,,,Resolution,Law,https://hollywoodfl.legistar.com/LegislationDetail.aspx?ID=1831488&GUID=FFE94412-,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending The Hollywood City Council passed resolution R-2014-211, which authorizes the City to enter into a five-year contract with Gilly Vending, Inc. The contract requires all 45 vending machines located in City-owned buildings to have at least 30% of foods and beverages meet all of the American Heart Association vending standards. An additional 20% of foods and beverages need to meet at least one of the American Heart Association requirements. The contract has two one-year renewal options. https://hollywoodfl.legistar.com/LegislationDetail.aspx?ID=1831488&GUID=FFE94412- 6E07-43C2-83EB-8F2E894F7DAF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
